x_km,y_km,thickness_ft,fault_density,lateral_ft,proppant_lbft,eur_mboe
1.61,1.32,48.4,0.2,8483.0,1538.0,254.4
5.25,7.17,61.0,0.204,6308.0,1735.0,258.1
19.72,2.21,40.0,0.236,5018.0,2017.0,251.3
4.18,10.16,49.2,0.201,6415.0,1503.0,176.9
3.96,6.95,59.2,0.201,6159.0,1286.0,391.9
11.47,4.84,49.2,0.43,7226.0,2546.0,330.8
9.96,3.0,53.0,0.249,10332.0,1312.0,440.4
11.61,5.24,48.7,0.477,7327.0,1372.0,317.1
7.53,11.49,45.7,0.218,10071.0,1990.0,396.8
16.54,6.11,40.6,0.776,8334.0,1124.0,398.4
2.77,5.63,57.4,0.2,5046.0,1054.0,164.4
8.57,8.96,51.9,0.276,6132.0,1102.0,208.2
13.8,4.55,43.3,0.581,10588.0,1197.0,204.0
17.36,5.13,40.3,0.571,8625.0,1687.0,137.6
7.39,4.04,62.7,0.213,10577.0,2327.0,462.8
11.35,1.81,46.8,0.246,6861.0,1547.0,359.1
1.38,8.57,48.0,0.2,9299.0,1684.0,315.9
3.41,10.48,47.4,0.2,9632.0,1960.0,515.5
1.38,10.87,43.9,0.2,10854.0,1483.0,486.5
14.56,10.57,40.8,0.748,5109.0,1692.0,528.7
5.76,5.42,64.8,0.205,10713.0,1618.0,709.2
14.47,3.41,42.1,0.444,7350.0,1547.0,437.8
1.33,7.66,49.5,0.2,10028.0,1621.0,376.5
17.25,11.46,40.1,0.511,8268.0,1018.0,212.9
16.71,8.72,40.3,0.86,8388.0,2418.0,293.8
1.78,5.94,53.4,0.2,7156.0,2564.0,341.3
0.48,8.27,46.3,0.2,9971.0,2380.0,387.3
1.13,9.27,46.2,0.2,6584.0,1009.0,230.8
17.07,11.03,40.1,0.578,7953.0,2201.0,212.6
4.69,9.16,53.3,0.202,8361.0,1917.0,265.5
10.97,5.2,51.0,0.409,9455.0,1151.0,328.9
8.52,3.28,58.3,0.223,7830.0,2493.0,343.0
15.91,6.0,40.9,0.812,9082.0,2242.0,212.3
9.78,3.94,55.0,0.27,7912.0,1232.0,282.2
10.01,11.31,43.9,0.309,8956.0,2542.0,301.0
19.78,6.1,40.0,0.384,9045.0,1202.0,308.9
3.0,5.66,58.3,0.2,9257.0,1727.0,385.5
16.61,4.18,40.6,0.508,9940.0,1254.0,359.5
1.03,7.67,48.7,0.2,8244.0,1240.0,281.2
9.55,6.24,55.6,0.33,6160.0,2548.0,301.5
17.73,1.55,40.2,0.252,9078.0,1915.0,287.8
13.3,10.43,41.6,0.691,5463.0,1415.0,98.0
13.7,4.31,43.4,0.542,6314.0,2242.0,253.2
5.27,5.19,64.5,0.203,9753.0,2400.0,609.9
8.37,2.47,56.7,0.213,7610.0,2468.0,457.7
7.33,6.64,61.5,0.228,7988.0,2493.0,320.3
10.43,8.42,48.8,0.448,10924.0,2449.0,266.3
9.24,10.57,46.2,0.288,6411.0,2022.0,217.2
6.54,0.62,53.1,0.201,5117.0,1548.0,285.1
6.11,11.68,45.6,0.205,5668.0,2481.0,249.8
5.02,8.45,56.3,0.203,6467.0,1196.0,217.9
7.3,3.41,61.7,0.209,9356.0,1270.0,285.6
3.0,2.45,54.9,0.2,9655.0,1694.0,337.3
17.44,3.55,40.3,0.391,8393.0,1454.0,190.2
12.04,10.51,42.7,0.547,6530.0,1985.0,298.2
2.68,3.5,56.0,0.2,8130.0,2448.0,476.0
13.88,5.55,43.1,0.735,5090.0,1786.0,111.5
16.95,8.47,40.3,0.839,9091.0,1886.0,351.4
4.75,10.46,48.8,0.202,8686.0,1677.0,356.4
3.01,7.9,54.0,0.2,5131.0,2132.0,196.8
0.17,9.04,44.7,0.2,9902.0,1161.0,276.0
0.95,2.08,48.0,0.2,9581.0,1078.0,306.0
15.25,10.53,40.5,0.759,6849.0,2026.0,224.9
19.74,3.31,40.0,0.267,8812.0,1856.0,182.8
0.9,1.54,47.0,0.2,8609.0,1652.0,306.6
14.96,11.71,40.4,0.572,5859.0,1534.0,214.6
1.44,2.42,50.0,0.2,6160.0,1083.0,285.7
11.84,1.64,45.5,0.249,9099.0,2089.0,282.0
15.12,7.51,41.3,0.989,10601.0,1674.0,208.4
7.18,3.83,62.8,0.21,8458.0,1712.0,381.3
0.22,1.6,45.6,0.2,8407.0,2430.0,344.3
11.9,7.21,46.6,0.654,8880.0,2180.0,322.5
19.82,9.11,40.0,0.405,7643.0,1351.0,246.2
5.15,9.52,52.4,0.203,5325.0,2051.0,195.6
3.79,1.87,55.3,0.2,7379.0,1212.0,301.2
2.48,6.68,55.0,0.2,10402.0,1311.0,324.3
11.11,9.76,44.9,0.49,9830.0,2143.0,317.7
11.93,1.93,45.7,0.261,10565.0,1201.0,440.3
15.85,2.49,40.8,0.343,5917.0,1448.0,126.4
15.06,0.03,40.7,0.223,8036.0,2437.0,263.8
17.85,6.3,40.2,0.633,8508.0,2181.0,164.3
16.12,2.34,40.7,0.326,6260.0,2487.0,235.0
4.95,8.69,55.3,0.203,6206.0,2411.0,379.2
11.12,11.55,42.5,0.372,9692.0,1500.0,292.0
5.95,2.51,60.3,0.202,9031.0,2012.0,416.7
6.6,7.79,59.1,0.216,8883.0,1606.0,496.9
18.64,2.54,40.1,0.273,6602.0,2115.0,239.1
13.64,0.22,41.7,0.225,8041.0,1558.0,289.4
19.49,9.1,40.0,0.444,5138.0,1002.0,167.1
8.34,5.21,60.8,0.244,5780.0,1150.0,133.3
10.75,11.36,43.1,0.356,8110.0,2234.0,277.3
9.74,6.41,54.7,0.35,6858.0,1134.0,188.8
2.15,1.89,51.0,0.2,10794.0,1959.0,350.5
4.73,5.4,63.6,0.202,7829.0,2372.0,567.6
10.55,2.43,50.1,0.248,5501.0,2186.0,224.6
1.35,10.54,44.4,0.2,5107.0,1662.0,269.5
18.63,8.29,40.1,0.583,9352.0,1334.0,146.8
2.48,4.09,56.1,0.2,6029.0,2476.0,249.6
3.96,6.33,60.5,0.201,6127.0,1906.0,357.5
15.31,8.03,41.0,0.996,7543.0,1649.0,173.3
1.94,9.39,47.6,0.2,6584.0,2507.0,299.8
18.01,0.96,40.1,0.231,8699.0,1344.0,232.5
14.51,0.27,41.1,0.229,7914.0,1708.0,238.4
1.37,1.37,47.9,0.2,5669.0,1174.0,182.1
13.84,4.74,43.2,0.611,9708.0,1200.0,269.6
12.63,5.6,45.7,0.626,7555.0,1638.0,306.4
15.15,1.64,41.1,0.284,8665.0,2119.0,407.9
16.56,4.93,40.6,0.614,5024.0,1542.0,142.6
14.37,5.3,42.4,0.722,8758.0,2103.0,234.0
11.72,1.31,45.3,0.237,6697.0,2288.0,235.2
6.45,11.0,47.5,0.208,7966.0,2404.0,432.6
13.95,7.19,42.6,0.925,6786.0,1072.0,236.4
19.14,4.66,40.1,0.366,10978.0,2238.0,204.8
11.75,6.08,48.0,0.563,6385.0,1235.0,107.0
13.29,3.77,44.0,0.452,10477.0,2117.0,269.4
8.74,10.25,47.8,0.269,10508.0,1595.0,365.9
15.12,6.9,41.4,0.947,7526.0,2132.0,224.7
19.95,5.94,40.0,0.362,6824.0,1342.0,218.6
3.21,10.93,46.0,0.2,7286.0,2032.0,265.4
4.05,10.06,49.4,0.201,10936.0,1201.0,447.0
10.79,9.75,45.5,0.452,8713.0,1272.0,320.4
9.63,2.71,53.5,0.234,8269.0,1983.0,354.9
11.43,1.84,46.7,0.248,5216.0,1539.0,245.8
0.98,8.28,47.5,0.2,10087.0,2126.0,271.0
8.09,5.62,61.3,0.241,5503.0,2096.0,289.0
11.66,8.2,46.1,0.629,5282.0,1995.0,207.6
11.7,9.13,44.8,0.608,6649.0,2169.0,294.6
13.15,3.54,44.2,0.419,7855.0,2270.0,174.7
14.4,3.42,42.2,0.444,10372.0,2458.0,319.0
12.83,5.89,45.1,0.681,9740.0,1129.0,298.4
15.8,3.28,40.9,0.424,6186.0,1914.0,231.9
12.5,8.01,44.5,0.765,7232.0,2198.0,403.9
10.75,8.96,47.0,0.479,9681.0,1347.0,367.6
12.12,5.66,47.1,0.573,8163.0,1422.0,250.9
2.02,8.69,49.4,0.2,6047.0,1427.0,256.5
5.46,6.13,63.7,0.204,7376.0,1916.0,361.9
10.55,8.55,48.2,0.461,8756.0,1586.0,306.8
17.46,2.7,40.3,0.32,10839.0,2066.0,395.5
13.58,8.87,42.2,0.886,8971.0,1976.0,258.5
1.81,8.58,49.1,0.2,5097.0,2051.0,237.4
11.85,3.2,47.2,0.328,9230.0,1404.0,371.2
4.43,6.67,61.0,0.201,6505.0,2228.0,395.3
14.68,10.26,40.8,0.798,10173.0,2062.0,489.8
16.55,2.99,40.5,0.374,7303.0,1209.0,362.6
11.87,8.83,44.9,0.647,6198.0,1320.0,243.8
11.83,11.45,42.0,0.436,7808.0,1482.0,200.6
6.77,10.39,49.3,0.214,6531.0,2498.0,320.9
8.93,4.82,58.8,0.259,6415.0,1522.0,314.7
17.28,7.29,40.3,0.782,8440.0,1032.0,251.2
14.47,11.9,40.5,0.538,9604.0,1227.0,389.2
10.4,6.82,51.8,0.428,10010.0,1051.0,189.8
7.36,1.38,55.2,0.203,7386.0,1645.0,417.0
1.01,0.55,45.6,0.2,5401.0,2275.0,320.8
2.86,9.48,49.2,0.2,7904.0,1721.0,331.0
3.86,5.08,61.5,0.201,7603.0,2342.0,448.5
7.47,2.96,60.3,0.208,6182.0,1076.0,240.6
18.88,4.17,40.1,0.353,10377.0,1752.0,295.2
10.1,9.09,48.2,0.398,10845.0,2259.0,481.1
4.7,5.58,63.4,0.202,5310.0,2080.0,335.6
2.12,10.42,45.7,0.2,9774.0,2365.0,419.3
6.77,8.82,55.1,0.218,8874.0,1438.0,386.7
16.31,11.69,40.2,0.541,6569.0,1801.0,268.8
7.67,10.66,47.8,0.227,8811.0,2083.0,393.1
15.45,3.05,41.1,0.403,5772.0,1270.0,126.7
16.05,7.91,40.6,0.952,5416.0,2305.0,264.3
2.22,0.25,47.3,0.2,10961.0,1498.0,507.1
12.17,11.89,41.4,0.421,8818.0,1149.0,226.6
19.18,3.13,40.1,0.281,6519.0,2225.0,313.8
8.04,7.98,56.2,0.254,7700.0,2128.0,289.9
1.02,10.19,44.5,0.2,10701.0,2414.0,381.5
18.47,1.93,40.1,0.253,7632.0,2427.0,228.6
17.67,10.17,40.1,0.614,10403.0,1446.0,431.0
10.44,0.15,45.9,0.208,10213.0,2026.0,497.2
11.05,5.3,50.7,0.424,7065.0,2599.0,302.3
4.23,5.66,62.2,0.201,9176.0,1390.0,492.6
16.39,4.49,40.7,0.562,8963.0,1757.0,446.5
9.97,7.04,52.9,0.387,9627.0,2456.0,406.2
0.68,10.98,43.0,0.2,7196.0,1165.0,214.6
13.66,3.92,43.4,0.488,5313.0,2485.0,258.4
19.01,6.95,40.1,0.508,6026.0,1781.0,143.7
16.58,10.53,40.2,0.688,8699.0,2429.0,284.3
5.54,9.28,53.5,0.205,9651.0,1994.0,607.3
1.07,0.49,45.6,0.2,9536.0,2074.0,308.9
18.81,11.31,40.0,0.394,8502.0,2237.0,341.8
18.74,0.56,40.1,0.217,5509.0,1107.0,171.6
10.65,7.07,50.6,0.466,5104.0,2004.0,206.6
12.85,6.9,44.6,0.778,9693.0,2478.0,358.8
9.25,9.44,49.1,0.314,8296.0,2530.0,525.4
8.4,1.78,54.6,0.208,9696.0,2549.0,495.3
2.39,2.15,52.4,0.2,5977.0,2033.0,307.0
1.94,9.03,48.4,0.2,7445.0,2013.0,401.4
4.65,1.79,56.7,0.2,10515.0,1884.0,418.2
16.73,5.63,40.5,0.696,6030.0,1972.0,127.2
2.92,8.78,51.3,0.2,5369.0,1979.0,336.6
4.53,7.81,57.9,0.202,8921.0,1068.0,333.4
10.97,2.53,48.9,0.262,8567.0,1142.0,328.0
4.3,3.65,61.4,0.2,10712.0,1991.0,426.8
3.26,11.63,44.5,0.2,10439.0,1503.0,344.3
11.27,5.38,49.9,0.452,9497.0,1482.0,230.2
7.36,0.53,52.1,0.201,5115.0,1310.0,203.6
12.52,2.64,45.0,0.315,7882.0,2282.0,250.9
18.24,4.11,40.2,0.392,10377.0,2543.0,264.0
3.02,11.99,43.6,0.2,7602.0,2004.0,253.0
18.27,3.63,40.2,0.353,10773.0,2513.0,192.6
18.05,0.32,40.1,0.218,8915.0,2414.0,235.7
16.58,6.16,40.6,0.776,5657.0,1349.0,216.2
12.63,1.0,43.4,0.239,8056.0,1246.0,253.3
12.4,3.29,45.8,0.36,9174.0,1339.0,210.4
12.78,11.91,41.1,0.461,5392.0,1154.0,178.6
13.81,8.46,42.2,0.931,7068.0,1933.0,141.5
0.33,0.61,44.5,0.2,9302.0,1452.0,331.2
19.16,5.38,40.1,0.409,5942.0,2461.0,203.9
11.71,2.06,46.3,0.262,7090.0,1981.0,247.6
15.63,1.48,40.8,0.274,9139.0,1575.0,258.7
7.55,7.04,60.1,0.235,9653.0,2575.0,830.1
0.25,6.07,48.0,0.2,8111.0,2525.0,290.6
10.19,8.91,48.3,0.412,10741.0,2246.0,420.3
10.14,10.71,44.8,0.344,10552.0,2267.0,444.5
8.74,2.96,56.9,0.222,7841.0,2564.0,320.5
6.79,11.08,47.2,0.211,5962.0,1961.0,171.9
5.0,6.22,63.0,0.203,9638.0,2408.0,443.9
10.55,3.11,51.1,0.27,6459.0,1104.0,262.5
7.51,10.15,49.6,0.227,10057.0,1887.0,346.7
19.4,0.43,40.0,0.211,8523.0,1804.0,247.9
3.46,6.71,58.3,0.2,7365.0,1060.0,334.5
6.39,8.66,55.9,0.213,8338.0,1139.0,258.0
5.88,3.36,62.8,0.202,8197.0,1035.0,320.1
10.87,10.36,44.4,0.427,10548.0,1470.0,200.3
9.99,2.88,52.7,0.246,6286.0,1086.0,238.9
12.87,10.08,42.2,0.69,10569.0,1677.0,320.3
19.0,0.94,40.1,0.221,5188.0,2300.0,223.3
5.7,1.92,58.2,0.201,9615.0,1982.0,343.6
13.86,4.57,43.2,0.587,10518.0,2078.0,307.1
0.5,10.25,43.6,0.2,7364.0,1050.0,162.5
5.25,1.74,57.2,0.2,5438.0,2343.0,270.9
9.27,10.51,46.4,0.291,9828.0,1234.0,410.3
0.62,2.76,48.1,0.2,10057.0,1484.0,312.7
12.35,5.43,46.5,0.576,7018.0,1827.0,154.0
13.57,4.23,43.6,0.524,8112.0,2488.0,233.2
14.93,1.42,41.1,0.272,9857.0,2597.0,235.4
10.33,11.33,43.5,0.329,6152.0,2252.0,168.0
12.08,5.26,47.3,0.528,8774.0,2167.0,394.7
7.92,8.28,55.4,0.249,7584.0,1844.0,240.5
0.83,6.9,49.1,0.2,6046.0,2065.0,270.1
2.0,6.02,54.2,0.2,9989.0,1231.0,351.4
13.1,7.4,43.8,0.842,6948.0,1431.0,159.1
19.91,10.78,40.0,0.336,10607.0,2575.0,363.4
0.32,8.39,45.8,0.2,8414.0,2567.0,277.4
11.15,6.39,49.7,0.504,8087.0,1517.0,360.8
15.02,7.74,41.3,0.997,7540.0,1386.0,137.3
16.54,7.28,40.5,0.882,7404.0,1367.0,160.2
10.9,5.2,51.2,0.404,9908.0,1776.0,314.9
12.4,7.5,45.2,0.742,9065.0,1358.0,337.6
13.93,5.32,43.1,0.704,9642.0,2038.0,367.0
17.18,9.09,40.2,0.775,7527.0,1120.0,61.5
2.45,11.63,43.8,0.2,6569.0,1166.0,208.5
18.52,11.52,40.0,0.402,5521.0,1443.0,102.4
0.52,9.85,44.2,0.2,9660.0,2244.0,320.5
16.72,7.22,40.5,0.856,7492.0,1517.0,191.1
1.53,8.99,47.6,0.2,8055.0,1753.0,273.0
3.89,2.14,56.4,0.2,7816.0,2051.0,394.6
0.08,5.75,47.6,0.2,7587.0,2262.0,351.5
8.91,3.09,56.7,0.227,9103.0,1491.0,308.6
6.69,0.04,50.8,0.201,8652.0,2170.0,304.3
3.32,11.6,44.6,0.2,10832.0,1458.0,323.6
9.02,10.37,47.1,0.28,5833.0,2031.0,163.8
8.05,6.16,60.8,0.245,8441.0,1721.0,345.8
15.35,3.05,41.2,0.404,5379.0,2483.0,290.0
17.86,8.32,40.2,0.705,9848.0,2571.0,170.5
13.05,5.22,44.8,0.621,8698.0,2239.0,264.1
2.49,9.64,48.1,0.2,7570.0,2465.0,282.3
5.91,11.99,44.9,0.203,9813.0,1218.0,422.6
18.27,4.19,40.2,0.397,7730.0,2047.0,211.4
1.77,2.93,52.0,0.2,6367.0,1317.0,218.0
8.14,3.21,59.3,0.216,7835.0,1443.0,269.8
18.85,1.12,40.1,0.225,5425.0,1837.0,182.2
19.01,4.73,40.1,0.38,10387.0,2187.0,340.9
8.22,0.21,49.9,0.202,9386.0,2154.0,312.8
13.35,1.37,42.7,0.26,9562.0,2391.0,412.7
9.13,3.26,56.3,0.234,10247.0,1895.0,453.9
15.07,1.92,41.2,0.302,9749.0,2482.0,400.5
0.63,8.79,45.9,0.2,7591.0,2421.0,282.8
2.88,1.27,51.4,0.2,5712.0,2358.0,279.2
12.28,10.39,42.5,0.586,7240.0,1367.0,192.5
4.65,2.65,59.6,0.2,10605.0,1850.0,619.2
13.32,1.3,42.7,0.257,10695.0,2178.0,361.0
7.02,0.12,50.9,0.201,9607.0,2562.0,412.4
17.73,8.58,40.2,0.718,6227.0,1019.0,127.7
16.39,3.08,40.6,0.387,6167.0,1523.0,162.4
9.86,6.11,54.6,0.351,10279.0,1548.0,405.3
15.46,1.34,40.8,0.267,5851.0,1462.0,216.4
5.42,11.82,45.2,0.202,8505.0,2308.0,279.5
9.89,1.5,50.1,0.218,7270.0,1072.0,244.3
3.95,4.94,61.7,0.201,6812.0,1575.0,331.5
17.22,10.22,40.2,0.663,9064.0,2139.0,308.6
16.46,2.94,40.6,0.371,10757.0,1651.0,191.9
18.04,3.2,40.2,0.333,9666.0,1231.0,196.9
17.55,9.7,40.1,0.675,7917.0,1977.0,140.7
19.19,3.28,40.1,0.287,7644.0,1836.0,238.7
4.57,0.03,50.3,0.2,10446.0,2571.0,364.7
18.64,5.13,40.1,0.443,8469.0,2198.0,231.8
11.42,0.15,44.3,0.213,7980.0,2578.0,242.9
8.45,10.92,46.4,0.246,9097.0,1298.0,257.7
11.21,7.7,47.9,0.558,6423.0,2219.0,173.7
6.85,7.0,61.4,0.219,5382.0,1883.0,326.0
5.77,2.42,60.0,0.201,10131.0,2140.0,522.0
4.83,8.4,56.2,0.203,8644.0,1748.0,376.4
1.65,8.13,49.6,0.2,5989.0,1340.0,206.4
9.93,0.73,48.1,0.21,6788.0,1073.0,144.4
17.76,10.57,40.1,0.564,10940.0,2341.0,282.2
12.6,6.95,45.1,0.747,8807.0,2304.0,220.8
10.42,9.51,46.6,0.42,8817.0,1260.0,284.2
8.57,3.15,57.9,0.222,5433.0,2032.0,309.5
9.29,1.46,51.5,0.212,10814.0,2180.0,460.9
4.19,8.43,55.1,0.201,10357.0,1892.0,545.6
16.46,9.53,40.3,0.824,8287.0,1508.0,170.0
3.97,4.63,61.7,0.2,6856.0,2410.0,330.7
14.33,0.28,41.2,0.229,9188.0,2028.0,365.3
15.2,9.82,40.7,0.864,10000.0,2152.0,309.0
11.5,2.47,47.4,0.274,9717.0,2043.0,334.1
17.26,4.07,40.4,0.455,10862.0,2154.0,559.0
5.82,7.54,60.1,0.207,8821.0,1232.0,393.9
17.63,1.2,40.2,0.242,6927.0,2476.0,235.8
14.59,0.86,41.2,0.247,7988.0,1457.0,202.3
15.97,0.31,40.4,0.228,9898.0,2338.0,424.8
13.29,11.0,41.3,0.613,6592.0,2429.0,244.1
16.93,3.74,40.4,0.437,6388.0,2042.0,211.4
19.86,7.93,40.0,0.415,9349.0,1957.0,336.2
8.4,11.87,44.3,0.231,7667.0,1174.0,271.8
16.28,8.03,40.5,0.931,9899.0,1698.0,334.6
14.89,6.3,41.7,0.881,5862.0,1979.0,277.4
9.06,6.25,57.4,0.295,7014.0,1131.0,296.5
18.54,4.52,40.1,0.404,6609.0,1178.0,206.6
7.89,7.2,58.9,0.246,9187.0,2590.0,391.7
11.31,11.51,42.4,0.39,9556.0,1532.0,449.5
2.12,9.46,47.8,0.2,7736.0,1560.0,214.5
4.52,5.09,63.2,0.201,7868.0,1402.0,374.9
16.81,3.99,40.5,0.473,5792.0,2034.0,129.3
7.93,10.6,47.8,0.234,9211.0,1757.0,318.8
7.88,1.63,55.2,0.205,10954.0,2265.0,423.8
4.92,10.2,49.8,0.202,9668.0,1820.0,368.5
9.83,3.06,53.5,0.247,6339.0,1025.0,240.5
16.12,8.59,40.5,0.932,8739.0,1772.0,150.5
17.9,9.67,40.1,0.629,6770.0,1088.0,167.8
1.4,5.72,52.1,0.2,5181.0,2323.0,326.7
11.5,2.31,47.2,0.267,6079.0,1182.0,149.3
9.35,10.14,47.1,0.305,5616.0,1347.0,159.3
12.29,4.41,46.6,0.46,6176.0,1736.0,285.7
8.95,3.85,57.9,0.24,9774.0,1312.0,379.5
7.97,6.12,61.1,0.242,6757.0,1863.0,341.8
9.44,5.22,56.8,0.293,9542.0,1737.0,498.2
11.64,8.2,46.2,0.626,10693.0,2524.0,284.3
10.02,1.65,50.0,0.221,8446.0,1141.0,246.5
9.44,5.23,56.8,0.294,7912.0,1923.0,302.1
16.36,10.7,40.2,0.682,9501.0,2153.0,246.1
14.91,0.43,40.9,0.233,5583.0,1204.0,216.3
6.83,5.49,64.2,0.214,7569.0,2018.0,279.8
16.01,7.93,40.7,0.956,7993.0,2383.0,137.2
17.07,10.65,40.1,0.626,9986.0,2260.0,183.6
3.07,7.13,56.2,0.2,9885.0,2496.0,606.0
11.65,9.89,43.9,0.552,10090.0,2153.0,268.1
5.71,2.67,60.8,0.201,9187.0,1630.0,379.8
14.78,4.23,41.9,0.563,8183.0,2473.0,161.9
4.78,11.31,46.3,0.201,9967.0,1361.0,293.5
13.43,10.63,41.4,0.675,10240.0,1934.0,409.7
5.1,6.7,62.1,0.203,7883.0,2225.0,428.8
10.22,5.71,53.6,0.368,10914.0,2396.0,443.8
18.97,5.41,40.1,0.429,10249.0,2466.0,208.6
7.63,0.71,52.4,0.202,8063.0,1136.0,259.5
17.51,10.71,40.1,0.575,5416.0,2162.0,191.2
19.74,9.82,40.0,0.391,6347.0,1327.0,137.2
17.5,5.48,40.3,0.597,9658.0,2247.0,368.2
3.32,3.35,58.0,0.2,5667.0,2121.0,342.1
16.39,4.12,40.7,0.511,7819.0,1290.0,176.9
0.64,1.48,46.4,0.2,8629.0,2333.0,383.7
7.87,8.66,54.2,0.246,10270.0,1739.0,391.8
17.41,6.68,40.3,0.725,10083.0,1870.0,438.8
13.78,2.81,42.8,0.365,9586.0,2554.0,569.6
10.65,7.48,49.9,0.476,7446.0,2051.0,209.7
7.76,11.75,44.9,0.22,5853.0,1942.0,258.7
16.25,1.47,40.5,0.269,9018.0,1027.0,298.8
14.19,5.5,42.6,0.745,6088.0,1319.0,117.5
9.37,5.93,56.6,0.308,8368.0,1043.0,256.8
17.85,2.0,40.2,0.269,10884.0,1533.0,260.5
4.6,6.38,62.0,0.202,8302.0,1551.0,364.4
3.41,7.27,56.8,0.2,8873.0,1849.0,358.6
12.86,1.89,43.8,0.278,9065.0,2104.0,298.0
19.44,1.86,40.0,0.233,9982.0,1287.0,310.9
4.95,10.28,49.5,0.202,7610.0,1963.0,208.4
4.99,3.74,62.9,0.201,7985.0,2467.0,357.6
2.79,7.56,54.2,0.2,6056.0,1296.0,272.4
17.21,7.52,40.3,0.802,8688.0,2055.0,319.3
4.53,10.07,49.9,0.201,6775.0,1073.0,182.6
10.06,8.88,48.7,0.398,8046.0,1850.0,344.2
19.82,10.09,40.0,0.373,9599.0,2186.0,421.4
0.24,7.5,46.7,0.2,5105.0,1054.0,165.4
11.13,5.39,50.3,0.439,8383.0,1534.0,220.1
10.25,4.72,53.7,0.325,6041.0,2405.0,355.4
16.15,4.55,40.8,0.584,6676.0,1361.0,334.9
7.11,5.02,64.0,0.215,5208.0,2157.0,249.1
8.21,1.55,54.3,0.206,6017.0,1980.0,277.8
3.36,5.09,59.8,0.2,10920.0,1262.0,517.8
14.82,4.67,41.9,0.632,10991.0,2187.0,347.0
15.69,0.41,40.5,0.232,9319.0,1851.0,197.5
2.73,3.3,55.9,0.2,8671.0,1179.0,346.3
7.87,9.02,53.0,0.245,9662.0,2519.0,344.9
17.86,6.94,40.2,0.677,10379.0,1787.0,174.8
0.05,9.67,43.7,0.2,8116.0,2192.0,208.4
5.98,6.51,63.2,0.208,5212.0,1348.0,316.6
11.1,10.25,44.2,0.46,9256.0,1219.0,200.8
6.68,9.55,52.3,0.215,10908.0,2186.0,472.8
5.44,1.18,55.2,0.2,6548.0,2078.0,342.0
9.2,11.72,43.9,0.257,7781.0,1439.0,251.8
3.63,0.18,49.5,0.2,7168.0,2194.0,318.2
10.59,7.16,50.6,0.461,7343.0,1808.0,313.6
14.13,9.51,41.4,0.876,9328.0,1558.0,261.9
11.51,3.98,48.8,0.366,7270.0,2259.0,241.8
1.86,7.18,52.1,0.2,10647.0,1987.0,353.9
16.89,4.35,40.5,0.512,9738.0,1812.0,269.8
3.5,0.73,51.0,0.2,5166.0,2237.0,233.8
15.3,0.1,40.6,0.225,9911.0,1872.0,328.3
7.21,1.14,54.5,0.202,9637.0,2502.0,543.8
15.66,1.18,40.7,0.259,8099.0,2309.0,295.6
4.13,7.33,58.6,0.201,7981.0,1573.0,293.4
3.73,6.31,59.9,0.201,10013.0,1744.0,285.2
9.94,5.47,54.8,0.335,7549.0,2532.0,294.5
0.66,8.3,46.7,0.2,5957.0,2432.0,194.4
4.51,0.2,50.8,0.2,6877.0,1306.0,215.1
14.48,3.25,42.1,0.425,6591.0,1439.0,212.4
16.75,9.33,40.3,0.812,9086.0,1583.0,247.1
1.62,10.92,44.1,0.2,6073.0,2408.0,348.0
17.64,5.26,40.3,0.558,8869.0,2484.0,335.1
15.95,0.98,40.5,0.249,7796.0,2284.0,398.3
17.39,9.58,40.2,0.706,10038.0,1441.0,334.6
13.97,10.62,41.0,0.715,7910.0,2419.0,392.1
13.48,4.96,43.9,0.622,10579.0,1053.0,230.8
10.5,2.92,51.0,0.262,10403.0,1676.0,296.5
13.06,0.53,42.4,0.229,6112.0,1604.0,184.0
18.38,7.09,40.1,0.605,9117.0,1856.0,259.5
2.01,10.92,44.6,0.2,6288.0,1897.0,204.4
6.32,8.13,58.0,0.212,9940.0,1361.0,315.1
1.45,3.81,52.0,0.2,8814.0,1327.0,338.0
18.9,7.71,40.1,0.543,6765.0,2286.0,160.4
8.91,9.98,48.2,0.282,6495.0,1122.0,148.9
13.51,5.71,43.8,0.728,7577.0,1789.0,151.9
16.82,9.84,40.2,0.751,9804.0,1307.0,217.3
19.82,4.7,40.0,0.32,9777.0,1511.0,210.8
3.24,4.18,59.0,0.2,5200.0,1444.0,228.2
15.99,7.0,40.8,0.916,6814.0,2134.0,276.8
17.75,5.58,40.2,0.579,7537.0,1730.0,267.3
0.98,11.73,42.4,0.2,8513.0,1479.0,225.5
15.08,6.2,41.5,0.868,5897.0,2330.0,109.7
7.09,4.62,63.9,0.213,7012.0,1137.0,268.7
12.97,4.74,44.9,0.553,10314.0,2226.0,429.8
10.28,6.58,52.5,0.407,7859.0,1397.0,361.3
5.19,4.26,64.0,0.202,9465.0,2469.0,541.1
2.7,8.67,51.1,0.2,7909.0,1009.0,323.0
2.34,4.57,55.9,0.2,7790.0,1891.0,482.2
2.07,4.61,54.9,0.2,8732.0,1996.0,342.5
12.76,7.4,44.5,0.793,6556.0,1924.0,407.4
7.03,0.73,53.1,0.201,6499.0,2304.0,287.7
4.33,7.86,57.3,0.201,10936.0,1179.0,478.9
13.84,6.06,43.1,0.802,10214.0,1665.0,385.8
13.74,5.44,43.4,0.708,9427.0,2382.0,143.8
10.78,8.63,47.5,0.491,5823.0,2422.0,179.2
