well,depth_ft,gr,rhob,nphi,dtc,cali,bad
W-1,5549.5,55.2,2.271,0.293,93.3,8.54,0
W-1,5550.0,56.2,2.287,0.257,93.2,8.51,0
W-1,5550.5,57.2,2.305,0.259,92.6,8.52,0
W-1,5551.0,55.1,2.251,0.274,93.8,8.46,0
W-1,5551.5,51.2,2.276,0.258,93.9,8.48,0
W-1,5552.0,51.6,2.295,0.268,93.9,8.43,0
W-1,5552.5,53.1,2.239,0.3,100.2,8.57,0
W-1,5553.0,55.0,2.289,0.25,96.1,8.52,0
W-1,5553.5,53.8,2.286,0.249,93.9,8.45,0
W-1,5554.0,50.9,2.282,0.256,93.8,8.51,0
W-1,5554.5,50.3,2.302,0.248,92.2,8.56,0
W-1,5555.0,47.5,2.27,0.286,96.3,8.55,0
W-1,5555.5,43.8,2.301,0.261,93.7,8.45,0
W-1,5556.0,52.4,2.298,0.254,95.4,8.34,0
W-1,5556.5,58.9,2.288,0.263,90.7,8.52,0
W-1,5557.0,57.3,2.307,0.226,92.4,8.46,0
W-1,5557.5,49.6,2.31,0.233,91.7,8.53,0
W-1,5558.0,52.9,2.273,0.26,93.6,8.55,0
W-1,5558.5,48.4,2.267,0.285,94.6,8.56,0
W-1,5559.0,49.8,2.28,0.266,92.7,8.59,0
W-1,5559.5,50.3,2.257,0.297,98.4,8.56,0
W-1,5560.0,52.9,2.255,0.28,94.6,8.59,0
W-1,5560.5,52.8,2.289,0.262,92.7,8.57,0
W-1,5561.0,54.1,2.251,0.282,99.1,8.57,0
W-1,5561.5,55.0,2.28,0.265,94.9,8.5,0
W-1,5562.0,51.8,2.269,0.257,94.4,8.44,0
W-1,5562.5,53.3,2.292,0.279,93.0,8.62,0
W-1,5563.0,50.4,2.241,0.266,97.0,8.5,0
W-1,5563.5,48.9,2.303,0.265,96.2,8.56,0
W-1,5564.0,48.1,2.286,0.263,90.8,8.47,0
W-1,5564.5,54.4,2.284,0.265,93.2,8.55,0
W-1,5565.0,51.7,2.294,0.245,92.0,8.38,0
W-1,5565.5,47.5,2.286,0.267,95.3,8.48,0
W-1,5566.0,54.1,2.269,0.275,94.2,8.5,0
W-1,5566.5,50.3,2.288,0.252,94.8,8.52,0
W-1,5567.0,58.9,2.28,0.255,96.9,8.55,0
W-1,5567.5,52.4,2.32,0.257,91.9,8.45,0
W-1,5568.0,55.9,2.291,0.268,95.4,8.53,0
W-1,5568.5,57.1,2.287,0.267,93.8,8.56,0
W-1,5569.0,50.8,2.227,0.304,99.6,8.62,0
W-1,5569.5,52.8,2.288,0.29,92.8,8.54,0
W-1,5570.0,54.3,2.284,0.268,91.8,8.48,0
W-1,5570.5,52.9,2.312,0.236,89.9,8.44,0
W-1,5571.0,54.1,2.253,0.283,96.6,8.59,0
W-1,5571.5,49.1,2.29,0.25,94.1,8.54,0
W-1,5572.0,54.2,2.295,0.247,90.8,8.5,0
W-1,5572.5,51.0,2.264,0.249,95.2,8.42,0
W-1,5573.0,52.7,2.26,0.267,94.5,8.45,0
W-1,5573.5,53.9,2.263,0.277,94.2,8.53,0
W-1,5574.0,53.4,2.274,0.262,93.7,8.52,0
W-1,5574.5,52.3,2.287,0.251,93.2,8.4,0
W-1,5575.0,53.6,2.281,0.247,95.9,8.53,0
W-1,5575.5,52.9,2.27,0.292,95.1,8.42,0
W-1,5576.0,55.2,2.257,0.272,96.7,8.57,0
W-1,5576.5,50.5,2.242,0.266,96.1,8.51,0
W-1,5577.0,51.4,2.292,0.269,94.2,8.48,0
W-1,5577.5,54.0,2.281,0.279,95.9,8.55,0
W-1,5578.0,50.0,2.279,0.268,91.9,8.52,0
W-1,5578.5,48.1,2.266,0.238,97.8,8.57,0
W-1,5579.0,53.4,2.309,0.272,93.7,8.5,0
W-1,5579.5,51.9,2.304,0.218,92.3,8.51,0
W-1,5580.0,48.5,2.251,0.27,95.7,8.49,0
W-1,5580.5,53.1,2.24,0.267,99.5,8.51,0
W-1,5581.0,56.2,2.295,0.238,91.7,8.58,0
W-1,5581.5,46.4,2.286,0.267,93.8,8.47,0
W-1,5582.0,54.6,2.283,0.233,93.3,8.53,0
W-1,5582.5,44.0,2.276,0.258,93.2,8.46,0
W-1,5583.0,50.8,2.272,0.279,93.7,8.4,0
W-1,5583.5,57.5,2.309,0.236,93.8,8.51,0
W-1,5584.0,51.1,2.296,0.232,91.3,8.52,0
W-1,5584.5,52.5,2.293,0.257,93.9,8.49,0
W-1,5585.0,54.3,2.267,0.256,92.1,8.43,0
W-1,5585.5,46.5,2.31,0.242,92.5,8.52,0
W-1,5586.0,52.1,2.261,0.257,94.3,8.51,0
W-1,5586.5,52.1,2.284,0.263,92.0,8.46,0
W-1,5587.0,57.3,2.278,0.264,93.6,8.43,0
W-1,5587.5,48.0,2.258,0.253,96.7,8.49,0
W-1,5588.0,51.2,2.264,0.249,94.9,8.53,0
W-1,5588.5,49.4,2.253,0.274,96.8,8.52,0
W-1,5589.0,48.8,2.301,0.239,92.6,8.46,0
W-1,5589.5,54.6,2.293,0.248,91.5,8.51,0
W-1,5590.0,51.3,2.265,0.276,95.2,8.54,0
W-1,5590.5,49.8,2.265,0.262,93.9,8.44,0
W-1,5591.0,50.3,2.297,0.233,93.5,8.5,0
W-1,5591.5,50.2,2.301,0.25,93.8,8.57,0
W-1,5592.0,50.9,2.273,0.262,93.6,8.44,0
W-1,5592.5,48.8,2.304,0.251,92.0,8.56,0
W-1,5593.0,52.2,2.322,0.25,90.9,8.58,0
W-1,5593.5,52.3,2.283,0.281,93.9,8.49,0
W-1,5594.0,51.8,2.28,0.253,92.4,8.48,0
W-1,5594.5,54.5,2.252,0.274,98.3,8.55,0
W-1,5595.0,54.2,2.288,0.286,92.8,8.49,0
W-1,5595.5,52.0,2.272,0.279,96.8,8.38,0
W-1,5596.0,53.6,2.297,0.268,93.2,8.5,0
W-1,5596.5,61.1,2.341,0.23,92.4,8.52,0
W-1,5597.0,61.5,2.326,0.234,90.9,8.54,0
W-1,5597.5,52.8,2.303,0.271,93.5,8.46,0
W-1,5598.0,53.5,2.294,0.265,93.2,8.49,0
W-1,5598.5,53.1,2.323,0.231,89.6,8.55,0
W-1,5599.0,58.9,2.29,0.256,95.9,8.5,0
W-1,5599.5,54.7,2.309,0.234,92.6,8.42,0
W-2,5000.0,69.0,2.308,0.28,95.3,8.5,0
W-2,5000.5,75.6,2.329,0.261,92.5,8.52,0
W-2,5001.0,73.6,2.317,0.255,94.4,8.52,0
W-2,5001.5,65.5,2.345,0.243,91.4,8.64,0
W-2,5002.0,64.7,2.366,0.232,89.5,8.58,0
W-2,5002.5,68.6,2.327,0.268,90.7,8.41,0
W-2,5003.0,71.2,2.372,0.237,88.2,8.49,0
W-2,5003.5,71.0,2.277,0.27,95.7,8.48,0
W-2,5004.0,73.0,2.328,0.237,95.1,8.56,0
W-2,5004.5,70.9,2.327,0.263,92.8,8.48,0
W-2,5005.0,75.7,2.354,0.238,91.3,8.52,0
W-2,5005.5,74.1,2.37,0.225,89.5,8.38,0
W-2,5006.0,71.9,2.325,0.252,96.5,8.42,0
W-2,5006.5,75.7,2.38,0.223,88.3,8.6,0
W-2,5007.0,67.9,2.338,0.254,94.2,8.5,0
W-2,5007.5,72.6,2.34,0.25,92.1,8.45,0
W-2,5008.0,73.0,2.339,0.279,95.5,8.51,0
W-2,5008.5,75.0,2.369,0.246,90.6,8.45,0
W-2,5009.0,67.2,2.335,0.233,89.5,8.49,0
W-2,5009.5,71.7,2.382,0.218,89.5,8.43,0
W-2,5010.0,74.0,2.341,0.263,95.1,8.46,0
W-2,5010.5,73.9,2.321,0.25,92.8,8.48,0
W-2,5011.0,76.4,2.339,0.264,91.4,8.56,0
W-2,5011.5,75.1,2.361,0.245,91.6,8.52,0
W-2,5012.0,72.5,2.3,0.25,95.0,8.53,0
W-2,5012.5,75.1,2.378,0.22,88.8,8.5,0
W-2,5013.0,72.0,2.372,0.222,87.3,8.54,0
W-2,5013.5,73.4,2.363,0.252,94.0,8.46,0
W-2,5014.0,74.5,2.349,0.233,89.3,8.46,0
W-2,5014.5,72.1,2.346,0.264,93.9,8.52,0
W-2,5015.0,73.4,2.337,0.24,93.5,8.49,0
W-2,5015.5,74.9,2.329,0.249,91.7,8.5,0
W-2,5016.0,74.3,2.355,0.259,90.7,8.49,0
W-2,5016.5,75.9,2.345,0.272,91.0,8.56,0
W-2,5017.0,79.6,2.307,0.276,96.3,8.57,0
W-2,5017.5,74.9,2.347,0.241,90.8,8.47,0
W-2,5018.0,71.6,2.348,0.258,87.1,8.41,0
W-2,5018.5,74.7,2.325,0.248,92.5,8.46,0
W-2,5019.0,74.4,2.398,0.226,85.3,8.46,0
W-2,5019.5,74.7,2.36,0.24,92.4,8.54,0
W-2,5020.0,77.4,2.328,0.262,93.3,8.55,0
W-2,5020.5,67.8,2.351,0.246,92.3,8.45,0
W-2,5021.0,77.8,2.355,0.255,92.1,8.46,0
W-2,5021.5,78.9,2.335,0.265,91.0,8.43,0
W-2,5022.0,75.2,2.338,0.255,92.3,8.51,0
W-2,5022.5,74.7,2.333,0.259,93.8,8.5,0
W-2,5023.0,72.6,2.338,0.257,90.6,8.54,0
W-2,5023.5,73.1,2.351,0.234,92.0,8.52,0
W-2,5024.0,74.7,2.392,0.202,86.8,8.53,0
W-2,5024.5,75.2,2.304,0.264,91.1,8.42,0
W-2,5025.0,75.8,2.341,0.252,91.6,8.47,0
W-2,5025.5,75.9,2.354,0.248,91.8,8.55,0
W-2,5026.0,76.9,2.365,0.245,89.4,8.47,0
W-2,5026.5,76.5,2.335,0.267,93.8,8.42,0
W-2,5027.0,71.0,2.354,0.242,91.8,8.54,0
W-2,5027.5,76.8,2.332,0.233,94.9,8.47,0
W-2,5028.0,80.4,2.37,0.238,92.9,8.55,0
W-2,5028.5,74.7,2.34,0.259,89.6,8.5,0
W-2,5029.0,80.1,2.372,0.234,88.5,8.49,0
W-2,5029.5,72.8,2.357,0.246,91.8,8.57,0
W-2,5030.0,74.9,2.377,0.229,90.8,8.43,0
W-2,5030.5,72.3,2.367,0.246,88.7,8.57,0
W-2,5031.0,77.7,2.339,0.256,92.3,8.47,0
W-2,5031.5,78.3,2.356,0.245,87.7,8.51,0
W-2,5032.0,73.0,2.329,0.269,92.2,8.51,0
W-2,5032.5,77.1,2.359,0.245,90.8,8.48,0
W-2,5033.0,78.5,2.374,0.239,87.9,8.46,0
W-2,5033.5,73.8,2.312,0.265,92.1,8.48,0
W-2,5034.0,74.3,2.344,0.254,93.4,8.45,0
W-2,5034.5,76.2,2.343,0.226,92.8,8.6,0
W-2,5035.0,71.2,2.335,0.248,91.1,8.48,0
W-2,5035.5,74.6,2.307,0.254,94.2,8.56,0
W-2,5036.0,80.1,2.319,0.246,89.4,8.55,0
W-2,5036.5,72.3,2.346,0.256,94.6,8.52,0
W-2,5037.0,76.3,2.331,0.254,94.5,8.49,0
W-2,5037.5,75.6,2.351,0.247,90.6,8.51,0
W-2,5038.0,73.5,2.359,0.22,87.1,8.53,0
W-2,5038.5,74.7,2.356,0.258,90.8,8.51,0
W-2,5039.0,79.2,2.326,0.286,93.3,8.42,0
W-2,5039.5,76.2,2.343,0.25,92.2,8.41,0
W-2,5040.0,76.6,2.376,0.226,91.4,8.58,0
W-2,5040.5,80.1,2.312,0.251,94.7,8.37,0
W-2,5041.0,74.5,2.351,0.244,92.1,8.51,0
W-2,5041.5,72.3,2.391,0.215,87.5,8.49,0
W-2,5042.0,80.7,2.327,0.238,91.3,8.51,0
W-2,5042.5,76.0,2.371,0.217,88.2,8.44,0
W-2,5043.0,78.0,2.321,0.28,94.6,8.52,0
W-2,5043.5,73.1,2.342,0.276,91.5,8.51,0
W-2,5044.0,76.6,2.344,0.263,91.2,8.64,0
W-2,5044.5,72.2,2.346,0.255,93.2,8.51,0
W-2,5045.0,75.9,2.314,0.263,96.5,8.57,0
W-2,5045.5,73.9,2.327,0.253,93.7,8.43,0
W-2,5046.0,73.2,2.349,0.231,88.8,8.55,0
W-2,5046.5,75.6,2.305,0.262,98.4,8.51,0
W-2,5047.0,69.8,2.356,0.25,88.9,8.51,0
W-2,5047.5,74.3,2.357,0.258,91.7,8.51,0
W-2,5048.0,80.1,2.382,0.257,90.0,8.59,0
W-2,5048.5,79.2,2.393,0.223,88.2,8.51,0
W-2,5049.0,74.6,2.356,0.225,88.4,8.46,0
W-2,5049.5,80.1,2.366,0.243,89.2,8.47,0
W-2,5050.0,75.5,2.358,0.245,91.8,8.54,0
W-2,5050.5,80.5,2.382,0.222,88.9,8.52,0
W-2,5051.0,77.9,2.356,0.257,90.3,8.42,0
W-2,5051.5,77.4,2.393,0.22,89.8,8.53,0
W-2,5052.0,78.0,2.345,0.253,89.6,8.45,0
W-2,5052.5,85.7,2.337,0.264,93.5,8.52,0
W-2,5053.0,75.6,2.363,0.257,88.8,8.46,0
W-2,5053.5,79.2,2.367,0.236,89.1,8.49,0
W-2,5054.0,81.0,2.355,0.275,93.4,8.47,0
W-2,5054.5,75.3,2.342,0.25,94.1,8.58,0
W-2,5055.0,73.8,2.353,0.242,91.4,8.52,0
W-2,5055.5,76.4,2.323,0.278,92.6,8.56,0
W-2,5056.0,80.8,2.359,0.229,91.4,8.64,0
W-2,5056.5,77.7,2.371,0.232,92.8,8.5,0
W-2,5057.0,78.3,2.4,0.246,89.9,8.58,0
W-2,5057.5,82.5,2.358,0.24,90.3,8.47,0
W-2,5058.0,77.0,2.337,0.25,90.8,8.56,0
W-2,5058.5,79.4,2.346,0.257,92.2,8.46,0
W-2,5059.0,75.7,2.369,0.245,91.6,8.5,0
W-2,5059.5,80.9,2.343,0.271,91.5,8.53,0
W-2,5060.0,80.3,2.378,0.252,90.2,8.53,0
W-2,5060.5,81.9,2.385,0.234,91.3,8.44,0
W-2,5061.0,76.2,2.394,0.241,88.4,8.46,0
W-2,5061.5,78.5,2.362,0.242,88.1,8.53,0
W-2,5062.0,75.5,2.376,0.239,91.5,8.48,0
W-2,5062.5,78.0,2.319,0.256,97.1,8.43,0
W-2,5063.0,83.7,2.348,0.27,92.2,8.5,0
W-2,5063.5,78.5,2.372,0.245,92.3,8.49,0
W-2,5064.0,76.1,2.318,0.231,93.3,8.51,0
W-2,5064.5,78.5,2.392,0.247,89.1,8.53,0
W-2,5065.0,75.6,2.372,0.241,89.6,8.52,0
W-2,5065.5,76.2,2.33,0.263,92.2,8.46,0
W-2,5066.0,82.2,2.377,0.234,94.1,8.48,0
W-2,5066.5,75.8,2.318,0.278,92.9,8.55,0
W-2,5067.0,81.6,2.349,0.242,92.3,8.47,0
W-2,5067.5,80.3,2.357,0.252,93.3,8.48,0
W-2,5068.0,79.5,2.343,0.252,93.6,8.42,0
W-2,5068.5,82.3,2.389,0.239,90.2,8.5,0
W-2,5069.0,78.7,2.381,0.23,89.3,8.52,0
W-2,5069.5,84.8,2.379,0.251,90.2,8.4,0
W-2,5070.0,79.8,2.394,0.233,89.1,8.45,0
W-2,5070.5,80.8,2.38,0.246,90.1,8.43,0
W-2,5071.0,80.0,2.37,0.25,90.2,8.54,0
W-2,5071.5,84.3,2.344,0.261,91.4,8.4,0
W-2,5072.0,83.2,2.378,0.237,94.4,8.5,0
W-2,5072.5,73.1,2.336,0.293,95.6,8.54,0
W-2,5073.0,81.5,2.425,0.228,86.7,8.51,0
W-2,5073.5,76.0,2.384,0.247,87.1,8.48,0
W-2,5074.0,80.6,2.37,0.25,88.1,8.52,0
W-2,5074.5,81.4,2.348,0.255,94.3,8.55,0
W-2,5075.0,81.0,2.386,0.212,89.8,8.49,0
W-2,5075.5,83.6,2.4,0.21,88.4,8.39,0
W-2,5076.0,84.4,2.375,0.247,87.7,8.56,0
W-2,5076.5,80.6,2.417,0.226,90.2,8.52,0
W-2,5077.0,80.4,2.413,0.22,88.9,8.5,0
W-2,5077.5,82.4,2.349,0.236,93.8,8.4,0
W-2,5078.0,78.0,2.381,0.237,90.2,8.49,0
W-2,5078.5,81.5,2.371,0.23,91.5,8.46,0
W-2,5079.0,87.1,2.391,0.232,87.9,8.44,0
W-2,5079.5,78.9,2.383,0.248,92.1,8.49,0
W-2,5080.0,82.3,2.391,0.219,89.2,8.47,0
W-2,5080.5,81.6,2.378,0.226,88.4,8.48,0
W-2,5081.0,89.6,2.369,0.247,89.0,8.54,0
W-2,5081.5,82.1,2.362,0.268,94.1,8.51,0
W-2,5082.0,82.9,2.35,0.247,92.0,8.48,0
W-2,5082.5,81.4,2.415,0.243,88.3,8.47,0
W-2,5083.0,84.4,2.357,0.237,91.8,8.48,0
W-2,5083.5,85.4,2.373,0.229,89.2,8.49,0
W-2,5084.0,82.3,2.397,0.214,89.4,8.53,0
W-2,5084.5,88.3,2.381,0.222,89.8,8.45,0
W-2,5085.0,86.4,2.374,0.251,90.7,8.57,0
W-2,5085.5,87.5,2.381,0.229,93.5,8.53,0
W-2,5086.0,83.0,2.367,0.23,92.1,8.36,0
W-2,5086.5,85.2,2.415,0.235,89.7,8.5,0
W-2,5087.0,84.0,2.346,0.274,97.6,8.55,0
W-2,5087.5,89.0,2.422,0.23,86.8,8.52,0
W-2,5088.0,85.3,2.368,0.257,91.1,8.48,0
W-2,5088.5,85.7,2.377,0.233,89.4,8.5,0
W-2,5089.0,84.9,2.371,0.25,90.1,8.51,0
W-2,5089.5,85.1,2.413,0.236,85.2,8.54,0
W-2,5090.0,87.0,2.36,0.247,93.0,8.43,0
W-2,5090.5,88.5,2.369,0.24,87.6,8.47,0
W-2,5091.0,83.0,2.41,0.211,88.9,8.58,0
W-2,5091.5,85.7,2.406,0.219,87.7,8.5,0
W-2,5092.0,86.3,2.38,0.245,90.1,8.58,0
W-2,5092.5,87.3,2.431,0.238,86.6,8.65,0
W-2,5093.0,81.4,2.328,0.274,95.0,8.48,0
W-2,5093.5,83.7,2.386,0.26,93.4,8.44,0
W-2,5094.0,82.1,2.364,0.262,93.0,8.49,0
W-2,5094.5,86.0,2.349,0.259,91.5,8.55,0
W-2,5095.0,83.1,2.391,0.218,90.4,8.56,0
W-2,5095.5,83.9,2.41,0.219,86.7,8.61,0
W-2,5096.0,82.5,2.448,0.197,82.3,8.5,0
W-2,5096.5,84.4,2.39,0.242,89.7,8.52,0
W-2,5097.0,82.1,2.337,0.272,94.8,8.46,0
W-2,5097.5,87.0,2.423,0.239,87.7,8.37,0
W-2,5098.0,86.3,2.399,0.252,90.0,8.5,0
W-2,5098.5,85.3,2.398,0.234,88.2,8.44,0
W-2,5099.0,83.8,2.379,0.233,91.6,8.53,0
W-2,5099.5,78.2,2.365,0.255,93.9,8.41,0
W-2,5100.0,83.0,2.422,0.213,86.6,8.46,0
W-2,5100.5,81.8,2.389,0.232,85.9,8.51,0
W-2,5101.0,84.8,2.35,0.254,90.5,8.52,0
W-2,5101.5,86.7,2.366,0.248,92.6,8.5,0
W-2,5102.0,85.9,2.389,0.245,87.6,8.59,0
W-2,5102.5,88.9,2.36,0.252,93.5,8.58,0
W-2,5103.0,83.2,2.395,0.235,88.4,8.47,0
W-2,5103.5,82.8,2.353,0.235,90.8,8.58,0
W-2,5104.0,87.7,2.379,0.243,89.5,8.59,0
W-2,5104.5,86.1,2.378,0.246,92.3,8.49,0
W-2,5105.0,84.8,2.443,0.221,84.1,8.5,0
W-2,5105.5,91.2,2.41,0.22,87.9,8.5,0
W-2,5106.0,87.1,2.37,0.23,90.8,8.47,0
W-2,5106.5,83.6,2.393,0.249,91.7,8.47,0
W-2,5107.0,81.8,2.365,0.251,94.7,8.57,0
W-2,5107.5,88.8,2.367,0.254,91.9,8.52,0
W-2,5108.0,85.7,2.405,0.221,86.9,8.47,0
W-2,5108.5,85.8,2.368,0.26,92.8,8.45,0
W-2,5109.0,87.6,2.397,0.231,85.4,8.46,0
W-2,5109.5,87.3,2.372,0.244,90.3,8.49,0
W-2,5110.0,85.9,2.374,0.234,91.1,8.55,0
W-2,5110.5,87.0,2.4,0.236,90.3,8.46,0
W-2,5111.0,85.8,2.365,0.238,93.4,8.55,0
W-2,5111.5,86.1,2.401,0.226,87.5,8.51,0
W-2,5112.0,82.1,2.393,0.217,89.1,8.51,0
W-2,5112.5,90.1,2.362,0.247,90.3,8.55,0
W-2,5113.0,80.7,2.398,0.243,87.9,8.54,0
W-2,5113.5,85.5,2.41,0.232,89.1,8.43,0
W-2,5114.0,80.6,2.354,0.247,91.3,8.45,0
W-2,5114.5,84.2,2.384,0.243,90.4,8.49,0
W-2,5115.0,82.4,2.411,0.224,88.7,8.52,0
W-2,5115.5,84.4,2.358,0.252,93.8,8.57,0
W-2,5116.0,85.7,2.39,0.237,89.5,8.5,0
W-2,5116.5,82.3,2.399,0.211,87.3,8.59,0
W-2,5117.0,85.5,2.439,0.211,83.4,8.46,0
W-2,5117.5,89.4,2.355,0.23,93.8,8.47,0
W-2,5118.0,80.7,2.413,0.237,89.0,8.48,0
W-2,5118.5,82.6,2.41,0.212,87.7,8.46,0
W-2,5119.0,88.1,2.369,0.261,91.0,8.56,0
W-2,5119.5,85.8,2.383,0.22,91.8,8.36,0
W-2,5120.0,85.8,2.393,0.25,89.4,8.47,0
W-2,5120.5,87.9,2.36,0.231,92.9,8.56,0
W-2,5121.0,82.8,2.328,0.25,96.0,8.48,0
W-2,5121.5,84.1,2.375,0.259,92.6,8.55,0
W-2,5122.0,83.4,2.382,0.261,94.6,8.61,0
W-2,5122.5,84.0,2.363,0.24,92.0,8.5,0
W-2,5123.0,89.6,2.388,0.245,88.8,8.56,0
W-2,5123.5,80.2,2.389,0.23,87.2,8.62,0
W-2,5124.0,82.4,2.375,0.24,90.6,8.52,0
W-2,5124.5,81.9,2.414,0.221,89.7,8.5,0
W-2,5125.0,90.0,2.403,0.224,87.1,8.55,0
W-2,5125.5,84.0,2.421,0.199,87.1,8.56,0
W-2,5126.0,84.7,2.374,0.242,90.4,8.5,0
W-2,5126.5,81.3,2.39,0.239,91.2,8.48,0
W-2,5127.0,85.7,2.393,0.244,87.8,8.59,0
W-2,5127.5,89.5,2.372,0.233,89.7,8.49,0
W-2,5128.0,87.8,2.396,0.218,88.4,8.56,0
W-2,5128.5,86.5,2.402,0.245,87.1,8.51,0
W-2,5129.0,82.1,2.371,0.252,88.2,8.59,0
W-2,5129.5,85.7,2.382,0.257,94.1,8.46,0
W-2,5130.0,87.7,2.409,0.234,89.4,8.46,0
W-2,5130.5,84.7,2.391,0.247,92.7,8.54,0
W-2,5131.0,89.6,2.41,0.251,89.3,8.44,0
W-2,5131.5,89.9,2.376,0.237,90.1,8.51,0
W-2,5132.0,86.3,2.373,0.228,90.2,8.58,0
W-2,5132.5,90.1,2.381,0.252,90.1,8.41,0
W-2,5133.0,87.5,2.392,0.235,90.7,8.52,0
W-2,5133.5,91.9,2.39,0.24,89.0,8.56,0
W-2,5134.0,94.4,2.41,0.229,85.7,8.5,0
W-2,5134.5,84.9,2.386,0.233,89.6,8.45,0
W-2,5135.0,90.4,2.382,0.238,92.3,8.49,0
W-2,5135.5,91.4,2.388,0.252,88.9,8.46,0
W-2,5136.0,84.7,2.416,0.223,86.3,8.5,0
W-2,5136.5,85.6,2.37,0.261,92.1,8.49,0
W-2,5137.0,85.3,2.419,0.211,86.4,8.47,0
W-2,5137.5,86.4,2.403,0.222,89.5,8.52,0
W-2,5138.0,85.5,2.401,0.259,90.5,8.58,0
W-2,5138.5,85.6,2.432,0.206,88.0,8.52,0
W-2,5139.0,88.9,2.396,0.235,88.1,8.57,0
W-2,5139.5,80.6,2.398,0.264,92.0,8.58,0
W-2,5140.0,83.4,2.415,0.217,87.3,8.47,0
W-2,5140.5,89.3,2.395,0.25,88.8,8.51,0
W-2,5141.0,88.8,2.406,0.225,86.2,8.48,0
W-2,5141.5,84.3,2.355,0.263,93.8,8.43,0
W-2,5142.0,89.4,2.397,0.239,89.3,8.52,0
W-2,5142.5,91.7,2.367,0.214,87.2,8.45,0
W-2,5143.0,87.7,2.393,0.237,91.0,8.52,0
W-2,5143.5,84.8,2.389,0.248,91.6,8.42,0
W-2,5144.0,90.5,2.382,0.253,87.8,8.51,0
W-2,5144.5,92.8,2.414,0.249,87.3,8.42,0
W-2,5145.0,84.8,2.376,0.257,94.5,8.53,0
W-2,5145.5,87.6,2.37,0.261,90.1,8.48,0
W-2,5146.0,89.9,2.399,0.252,89.3,8.48,0
W-2,5146.5,87.6,2.395,0.244,89.0,8.56,0
W-2,5147.0,82.9,2.462,0.2,86.1,8.48,0
W-2,5147.5,89.6,2.432,0.222,88.7,8.51,0
W-2,5148.0,85.6,2.385,0.24,88.9,8.49,0
W-2,5148.5,85.1,2.378,0.257,92.0,8.53,0
W-2,5149.0,83.2,2.395,0.244,94.1,8.55,0
W-2,5149.5,92.3,2.399,0.244,88.2,8.54,0
W-2,5150.0,86.1,2.348,0.249,92.8,8.48,0
W-2,5150.5,90.5,2.388,0.251,91.8,8.56,0
W-2,5151.0,91.2,2.423,0.251,87.5,8.45,0
W-2,5151.5,90.3,2.372,0.26,95.8,8.46,0
W-2,5152.0,90.6,2.431,0.246,86.4,8.49,0
W-2,5152.5,91.8,2.41,0.221,84.2,8.55,0
W-2,5153.0,90.8,2.406,0.231,87.5,8.44,0
W-2,5153.5,88.6,2.415,0.228,88.5,8.54,0
W-2,5154.0,88.6,2.414,0.228,87.0,8.5,0
W-2,5154.5,91.0,2.408,0.222,90.8,8.48,0
W-2,5155.0,91.0,2.397,0.246,89.7,8.55,0
W-2,5155.5,92.4,2.429,0.262,87.1,8.46,0
W-2,5156.0,93.4,2.398,0.243,88.3,8.61,0
W-2,5156.5,91.6,2.442,0.215,85.2,8.49,0
W-2,5157.0,87.9,2.442,0.216,87.3,8.51,0
W-2,5157.5,84.3,2.422,0.245,87.4,8.58,0
W-2,5158.0,88.6,2.429,0.225,87.6,8.51,0
W-2,5158.5,87.4,2.404,0.236,88.0,8.56,0
W-2,5159.0,89.6,2.386,0.234,92.5,8.4,0
W-2,5159.5,91.5,2.396,0.229,89.6,8.48,0
W-2,5160.0,91.3,2.424,0.225,85.9,8.52,0
W-2,5160.5,96.4,2.42,0.237,88.2,8.55,0
W-2,5161.0,92.8,2.365,0.268,91.5,8.54,0
W-2,5161.5,97.3,2.388,0.235,92.4,8.53,0
W-2,5162.0,94.0,2.391,0.225,90.6,8.55,0
W-2,5162.5,95.0,2.437,0.224,89.5,8.52,0
W-2,5163.0,90.3,2.392,0.23,89.0,8.39,0
W-2,5163.5,87.9,2.409,0.251,89.4,8.57,0
W-2,5164.0,89.1,2.397,0.217,88.1,8.46,0
W-2,5164.5,90.2,2.426,0.229,86.4,8.52,0
W-2,5165.0,87.7,2.419,0.232,87.8,8.51,0
W-2,5165.5,86.0,2.407,0.235,89.0,8.5,0
W-2,5166.0,90.3,2.422,0.211,88.2,8.44,0
W-2,5166.5,86.3,2.368,0.23,92.2,8.4,0
W-2,5167.0,84.7,2.388,0.25,90.4,8.45,0
W-2,5167.5,85.7,2.403,0.24,87.9,8.54,0
W-2,5168.0,88.0,2.387,0.254,88.6,8.43,0
W-2,5168.5,85.6,2.39,0.238,89.2,8.46,0
W-2,5169.0,87.5,2.334,0.275,91.8,8.52,0
W-2,5169.5,90.0,2.379,0.254,93.0,8.45,0
W-2,5170.0,89.3,2.385,0.264,93.7,8.47,0
W-2,5170.5,85.9,2.396,0.238,86.6,8.5,0
W-2,5171.0,83.7,2.413,0.212,89.0,8.51,0
W-2,5171.5,86.1,2.364,0.254,92.4,8.45,0
W-2,5172.0,90.1,2.379,0.247,90.9,8.51,0
W-2,5172.5,91.0,2.402,0.234,86.9,8.52,0
W-2,5173.0,89.7,2.385,0.225,91.7,8.44,0
W-2,5173.5,91.4,2.398,0.244,91.6,8.51,0
W-2,5174.0,92.8,2.439,0.224,87.1,8.46,0
