hour,speed,flow,p_suct,p_disc,t_suct,t_disc,vib,power
1939,7558.75,67.66,351.27,965.04,89.45,224.94,2.6,99.35
1940,7591.61,68.74,350.86,967.05,87.65,225.64,2.33,107.43
1941,7703.42,76.23,348.88,972.9,91.93,228.07,2.47,115.57
1942,7682.09,75.38,350.7,971.91,92.1,231.48,2.17,114.49
1943,7799.45,76.74,353.58,993.64,88.64,228.51,1.86,120.07
1944,7916.23,86.56,349.84,997.47,89.5,230.69,2.03,132.96
1945,7971.78,85.81,351.59,1001.08,88.64,230.46,2.26,135.72
1946,8014.83,94.84,350.14,1001.03,89.82,236.96,2.24,153.29
1947,8191.5,99.05,350.37,1006.35,90.16,232.06,2.2,162.5
1948,8254.85,100.0,355.17,1028.57,89.47,234.51,2.13,160.1
1949,8388.94,108.32,353.61,1041.01,87.27,239.44,2.38,176.46
1950,8316.65,104.95,350.24,1014.54,89.13,236.2,2.15,169.78
1951,8309.71,101.02,350.64,1026.46,91.06,238.41,2.27,169.53
1952,8131.63,98.05,347.89,1010.54,89.69,238.77,2.23,159.07
1953,8160.49,101.57,349.48,1010.99,89.51,237.8,2.15,165.47
1954,8082.37,94.93,350.93,1005.75,88.6,233.51,2.07,146.88
1955,7932.82,87.47,352.55,996.66,89.08,229.18,2.14,135.18
1956,7981.48,88.6,352.25,1000.98,92.11,233.63,2.48,132.88
1957,7771.47,80.1,346.67,965.8,88.29,227.2,2.38,120.21
1958,7673.71,76.82,352.93,982.23,91.08,226.63,2.38,110.89
1959,7577.68,67.55,349.73,966.15,90.07,229.46,2.12,105.6
1960,7555.84,70.45,347.04,959.14,90.37,230.63,2.03,109.94
1961,7517.22,69.63,354.01,960.38,88.9,221.57,2.43,103.4
1962,7468.83,66.88,354.39,968.49,89.47,224.83,2.4,95.42
1963,7522.1,64.82,350.79,956.8,89.99,226.61,2.28,96.96
1964,7544.57,67.49,352.13,962.68,89.22,227.85,2.2,106.3
1965,7638.46,70.85,352.3,978.04,90.5,231.37,2.01,109.5
1966,7735.27,77.69,354.19,989.22,90.69,226.19,2.35,123.86
1967,7768.64,77.9,352.18,991.93,93.26,233.33,2.39,119.81
1968,7850.2,83.23,346.02,976.37,90.42,232.48,2.1,124.97
1969,7984.75,87.02,356.03,1018.92,87.13,229.44,2.36,143.21
1970,8082.62,86.83,353.2,1016.89,91.74,239.15,3.0,140.48
1971,8102.62,90.46,348.47,1005.51,89.69,236.54,2.93,161.75
1972,8215.84,89.42,346.91,1026.79,93.02,239.78,3.76,162.55
1973,8320.0,90.78,351.51,1045.51,92.21,240.68,3.64,175.05
1974,8151.4,81.65,349.17,1034.44,89.24,234.83,3.82,155.49
1975,8257.53,81.82,350.99,1052.32,91.08,239.7,4.24,160.59
1976,8146.94,73.45,352.23,1034.96,89.11,232.46,4.37,152.96
1977,8157.86,74.24,348.3,1032.52,90.0,236.91,5.14,151.36
1978,8112.38,72.29,346.65,1043.12,91.01,236.74,5.36,159.38
1979,8007.83,63.15,351.16,1041.05,91.67,229.96,5.73,142.66
1980,7882.28,59.31,348.4,1022.09,91.34,228.74,5.7,134.09
1981,7857.8,50.58,350.44,1022.29,90.11,226.84,5.76,115.42
1982,7703.16,47.2,345.97,1013.82,93.73,231.49,6.24,112.92
1983,7592.83,41.83,349.24,1018.03,89.45,227.19,6.39,101.6
1984,7562.18,39.45,352.14,1009.65,87.59,218.81,7.6,103.41
1985,7453.48,38.26,351.82,1027.53,87.88,221.97,7.71,106.74
1986,7525.13,64.43,347.63,955.73,92.21,226.4,2.24,95.64
1987,7548.74,64.95,346.5,944.25,89.89,221.94,2.12,93.09
1988,7523.19,69.18,350.05,951.91,90.24,222.95,2.48,108.33
1989,7508.98,66.76,351.68,970.51,89.19,224.8,2.27,96.82
1990,7716.88,77.83,351.22,980.48,89.32,229.76,2.2,114.64
1991,7873.27,83.65,348.46,971.58,88.82,225.59,2.44,126.87
1992,7925.14,85.98,350.89,991.63,90.71,231.55,2.13,133.53
1993,8025.4,93.25,354.51,1030.28,89.85,236.34,2.15,157.11
1994,8079.7,97.45,350.62,1007.77,90.65,237.47,2.17,158.22
1995,8179.59,102.35,345.1,996.09,90.51,236.36,2.01,162.65
1996,8265.77,102.14,350.61,1015.65,89.36,238.45,2.26,167.36
1997,8316.26,102.45,356.13,1047.44,87.81,235.85,2.1,174.41
1998,8302.1,101.61,346.14,1013.2,87.68,236.88,2.13,172.06
1999,8412.38,110.6,350.09,1038.29,94.54,245.72,2.13,186.79
2000,8191.8,99.07,349.32,1016.23,92.22,237.7,2.12,159.14
2001,8125.53,97.56,350.29,1018.49,92.01,239.66,2.08,159.73
2002,8162.7,97.2,350.58,1007.26,88.99,237.65,2.24,147.56
2003,8010.88,91.71,353.42,1012.41,90.01,232.85,2.18,147.38
2004,7868.76,84.44,350.25,989.2,88.78,230.06,2.21,135.14
2005,7918.21,89.48,353.83,1007.61,88.03,228.71,2.56,144.69
2006,7727.99,78.4,349.65,978.13,89.12,225.8,2.19,121.28
2007,7607.28,71.97,348.95,961.06,91.99,226.88,2.32,109.73
2008,7695.01,77.02,347.99,966.86,91.26,228.6,2.33,119.94
2009,7651.82,72.92,344.55,943.54,88.54,223.04,2.22,111.27
2010,7565.8,69.79,350.83,949.01,89.53,221.99,2.29,103.57
2011,7721.61,76.01,356.16,993.87,91.12,226.99,2.22,117.48
2012,7691.76,74.73,351.37,973.36,89.14,225.55,2.25,106.35
2013,7697.94,73.9,352.06,978.43,90.12,229.44,2.13,116.22
2014,7850.54,81.94,348.76,988.3,90.6,230.22,2.13,129.63
2015,7890.91,82.75,349.27,994.54,90.59,233.24,2.2,130.92
2016,8010.89,90.5,352.95,1008.47,90.38,235.06,1.9,142.76
2017,8078.81,91.25,356.03,1030.19,89.02,234.29,2.43,153.34
2018,8162.94,102.73,354.46,1031.96,89.17,238.1,2.54,169.33
2019,8279.42,104.59,352.42,1031.52,88.3,234.74,2.25,173.61
2020,8380.26,106.15,350.11,1027.92,87.66,239.65,2.33,175.86
2021,8348.34,105.34,350.63,1021.98,89.83,239.18,2.39,174.46
2022,8366.8,110.58,347.74,1030.0,91.22,243.59,2.04,181.09
2023,8461.76,107.57,345.66,1005.33,87.93,238.4,2.38,175.48
2024,8294.06,102.68,346.62,1009.47,90.41,238.17,2.16,164.25
2025,8244.39,102.96,350.15,1017.61,91.18,237.86,2.56,165.93
2026,8273.41,103.08,349.12,1012.96,87.24,237.58,2.19,170.2
2027,8005.92,90.46,345.59,984.08,89.59,236.73,2.34,138.09
2028,8042.68,94.06,349.89,1011.79,92.47,237.87,2.17,155.02
2029,8001.1,87.01,349.04,995.06,90.83,234.32,2.53,137.78
2030,7970.51,87.71,346.48,979.09,87.19,231.14,2.12,130.52
2031,7801.32,78.05,348.89,973.29,90.99,230.05,2.39,123.56
2032,7795.92,82.48,349.04,969.83,88.88,228.46,2.31,126.28
2033,7662.06,74.35,348.15,970.03,91.04,231.64,2.28,114.46
2034,7746.95,78.35,352.78,979.5,88.96,226.15,2.25,123.4
2035,7730.86,78.01,344.29,951.25,89.92,228.02,2.11,120.64
2036,7745.63,78.59,344.04,959.32,89.19,228.37,1.83,119.03
2037,7823.87,85.01,350.01,989.06,90.0,229.5,2.37,134.9
2038,7793.22,84.73,350.29,990.9,89.15,229.34,2.13,134.03
2039,8021.97,89.34,351.21,1001.64,89.66,232.25,2.38,141.13
2040,8119.59,98.52,348.38,1003.06,88.24,236.06,2.26,152.91
2041,8170.96,103.84,347.25,1018.8,90.74,242.79,2.39,171.46
2042,8402.82,108.17,349.98,1029.94,90.26,242.72,2.36,184.67
2043,8396.44,106.03,348.68,1025.17,87.58,239.16,1.86,177.64
2044,8405.74,106.69,354.65,1039.05,91.49,242.28,2.32,175.65
2045,8415.3,109.79,349.03,1033.61,89.74,242.71,2.19,187.82
2046,8520.91,117.56,349.84,1033.48,90.24,243.08,2.44,196.37
2047,8528.32,112.57,357.43,1059.39,91.15,244.83,2.35,187.43
2048,8479.9,110.01,349.42,1027.21,90.49,238.53,2.34,186.19
2049,8316.7,108.11,351.67,1026.83,91.75,239.39,2.18,176.0
2050,8346.32,107.51,351.94,1038.44,89.56,239.06,2.09,186.62
2051,8165.58,100.7,352.19,1013.93,91.55,239.81,2.14,166.89
2052,8196.43,97.96,350.87,1018.71,90.18,241.39,1.94,159.6
2053,8164.64,98.28,350.58,1020.93,90.76,234.98,2.12,162.92
2054,7950.82,86.82,350.3,994.39,90.61,236.75,1.98,144.67
2055,7929.6,84.85,348.27,988.2,91.86,234.98,1.99,136.22
2056,7811.53,76.55,350.98,984.01,91.08,233.58,2.23,119.57
2057,7686.5,75.29,356.09,987.41,89.34,228.61,2.31,125.74
2058,7771.44,77.04,353.63,987.83,89.04,231.68,2.21,120.22
2059,7696.45,75.9,350.91,984.71,89.93,231.08,2.15,119.86
2060,7776.23,76.34,352.57,978.58,88.86,224.57,2.08,114.28
2061,7961.44,86.03,347.39,980.7,88.42,230.12,2.15,128.29
2062,8047.88,88.68,349.22,985.97,86.81,229.78,2.08,137.54
2063,8008.97,90.39,352.84,1014.37,87.68,233.05,2.19,146.74
2064,8085.73,95.88,354.46,1024.91,92.98,241.37,1.97,158.69
2065,8221.72,103.15,347.69,1005.68,89.02,236.09,2.32,162.04
2066,8367.09,109.28,348.55,1012.4,92.86,239.91,2.15,180.24
2067,8440.04,106.06,356.54,1045.43,90.6,238.78,2.29,176.85
2068,8447.6,111.64,350.29,1040.38,89.93,242.46,2.39,191.33
2069,8494.14,113.05,355.47,1052.6,87.75,240.82,2.3,196.72
2070,8505.39,112.48,350.62,1039.76,90.01,239.09,2.37,189.36
2071,8423.53,107.22,350.74,1030.86,92.84,242.21,1.93,176.17
2072,8305.3,106.62,349.08,1027.95,92.34,239.63,2.15,182.68
2073,8400.16,107.17,352.83,1037.58,90.41,240.2,2.4,183.07
2074,8330.48,106.96,354.07,1036.99,88.28,240.74,2.3,179.91
2075,8151.31,96.02,346.89,1000.55,88.56,232.83,2.48,158.71
2076,8102.14,96.36,348.94,1005.15,88.72,236.48,2.46,155.48
2077,8007.16,88.12,352.75,1007.65,91.92,242.17,2.24,139.7
2078,7793.97,78.68,349.61,974.66,92.45,234.82,2.17,117.62
2079,7796.69,80.4,348.52,976.53,90.29,231.1,2.07,123.69
2080,7781.56,81.1,353.03,991.5,89.55,232.3,2.14,129.63
2081,7713.21,76.02,353.31,990.55,92.32,230.29,2.16,123.43
2082,7613.79,73.01,348.65,966.05,88.53,223.72,2.14,110.91
2083,7697.37,74.48,350.64,970.92,90.08,228.28,2.08,117.39
2084,7803.44,79.97,346.37,966.22,90.69,231.13,2.27,121.13
2085,7839.38,83.58,347.31,974.35,88.71,231.71,2.46,126.3
2086,7876.7,83.12,350.37,988.6,89.05,229.93,2.34,126.21
2087,7952.98,86.65,350.09,991.94,88.93,232.22,2.15,135.03
2088,8003.95,89.4,347.1,985.51,92.13,235.79,2.35,136.21
2089,8214.4,97.21,347.85,999.96,92.87,238.66,2.26,162.16
2090,8234.89,104.3,346.8,998.12,90.17,236.38,2.21,168.41
2091,8324.92,106.33,351.37,1014.29,89.6,234.98,2.21,173.12
2092,8382.67,106.17,344.1,1010.42,89.1,240.53,2.2,179.55
2093,8380.42,110.43,346.97,1036.72,90.0,245.22,2.34,183.46
2094,8383.83,107.17,344.41,1024.24,89.17,242.04,2.26,178.95
2095,8454.13,108.86,351.26,1031.99,89.85,242.26,2.13,188.84
2096,8334.81,110.61,344.59,1014.84,90.62,244.24,2.12,182.09
2097,8272.46,101.26,350.1,1010.52,89.39,237.79,2.26,172.25
2098,8151.77,97.94,354.92,1014.02,89.72,232.41,2.27,161.24
2099,8167.82,98.44,355.02,1021.06,89.72,236.16,2.16,165.42
2100,8021.59,90.56,344.58,981.99,89.52,231.94,2.03,146.18
2101,7846.12,81.96,350.9,983.35,89.34,230.27,2.4,127.54
2102,7753.46,74.83,347.03,970.94,91.14,229.76,2.37,113.35
2103,7785.47,78.76,346.42,970.61,87.34,230.64,1.92,120.63
2104,7622.49,72.77,349.66,964.86,92.36,231.59,2.43,107.15
2105,7574.61,72.5,353.68,973.29,90.2,229.67,2.21,110.49
2106,7643.25,75.47,351.8,969.06,90.92,230.31,2.26,114.74
2107,7563.34,66.85,347.85,947.35,91.09,225.63,2.42,104.16
2108,7633.23,72.59,352.12,962.1,88.94,223.79,2.49,111.02
2109,7698.6,75.4,343.27,957.19,88.63,231.94,2.37,121.51
2110,7748.22,78.39,347.74,971.54,88.45,228.31,2.25,113.56
2111,7845.29,84.43,347.53,970.91,89.63,227.06,2.0,125.71
2112,8003.16,89.28,350.23,997.13,91.05,237.19,1.9,141.04
2113,8103.9,94.64,349.39,993.6,89.12,233.31,2.33,154.82
2114,8161.28,97.69,349.58,1017.13,90.91,242.79,2.41,160.23
2115,8174.09,99.22,349.48,1008.69,86.45,234.08,2.09,156.45
2116,8280.46,103.71,350.07,1022.73,89.42,239.23,2.18,171.12
2117,8286.19,105.72,351.62,1032.32,91.75,245.76,2.14,173.57
2118,8296.47,105.95,350.45,1019.89,89.74,235.72,2.14,170.43
2119,8290.56,107.46,349.15,1022.21,88.76,237.97,2.39,184.65
2120,8309.75,103.75,351.21,1026.25,89.01,237.17,2.25,171.52
2121,8102.81,98.84,352.48,1020.28,85.46,228.88,2.17,163.2
2122,8079.35,94.52,348.33,999.18,88.48,236.05,2.6,151.26
2123,7991.78,90.14,349.82,990.82,91.59,233.59,1.98,141.55
2124,7888.56,85.29,353.49,1001.79,89.13,234.2,2.28,133.59
2125,7862.8,83.56,346.69,970.0,89.3,230.68,2.05,127.4
2126,7798.12,83.77,355.41,999.28,86.5,229.35,2.18,134.03
2127,7582.4,70.92,345.98,957.67,87.55,225.18,2.26,111.59
2128,7584.19,69.55,348.96,963.39,91.79,228.27,2.37,108.51
2129,7593.1,72.07,347.15,956.18,90.93,228.66,2.2,104.51
2130,7504.02,68.03,356.56,978.11,88.05,226.69,2.2,107.62
2131,7592.88,73.2,348.49,966.54,89.05,227.9,2.19,113.18
2132,7514.01,67.44,348.5,962.22,89.96,226.69,2.09,100.28
2133,7671.49,72.88,348.89,963.43,88.21,223.87,2.33,111.17
2134,7655.36,73.32,350.29,969.97,86.99,226.03,2.27,113.99
2135,7778.16,77.71,349.01,979.64,89.76,230.04,2.28,121.06
2136,7882.74,84.94,349.6,984.73,90.86,232.79,2.19,134.59
2137,7996.77,91.19,339.41,962.0,90.89,233.79,2.17,137.29
2138,8130.18,93.27,350.17,1007.17,91.31,236.97,2.38,157.48
2139,8198.26,101.14,350.05,1013.75,87.67,236.34,2.36,159.54
2140,8182.06,101.31,353.12,1016.9,90.09,238.07,2.42,167.8
2141,8253.59,102.05,353.93,1029.94,89.6,242.69,2.27,171.45
2142,8363.53,108.08,349.44,1035.36,89.87,244.68,2.44,185.23
2143,8239.18,103.47,352.45,1018.07,89.68,240.47,2.15,167.81
2144,8164.44,98.0,346.7,1006.85,89.01,236.09,2.18,163.4
2145,8106.25,93.25,352.3,1000.36,85.47,226.12,2.38,148.81
2146,8024.55,91.81,348.28,992.01,91.74,236.22,2.33,142.11
2147,8083.81,91.23,346.45,998.32,90.49,239.22,2.16,143.32
2148,7870.0,87.17,349.44,982.52,87.77,230.98,2.05,136.65
2149,7717.23,82.04,354.2,991.95,90.71,234.14,2.18,124.15
2150,7699.67,76.18,350.54,976.77,89.33,224.29,2.12,123.62
2151,7654.56,73.74,354.49,972.23,89.37,228.66,2.49,115.94
2152,7517.85,67.04,347.75,951.11,88.85,225.89,2.37,105.93
2153,7476.81,63.03,353.14,961.81,90.81,223.3,2.15,100.48
2154,7522.73,64.52,348.04,961.44,88.8,228.69,2.1,96.86
2155,7555.73,67.44,350.68,955.99,88.35,224.37,2.13,98.27
2156,7602.01,69.94,350.65,962.4,91.7,229.51,2.16,97.36
2157,7572.26,67.09,351.98,963.75,89.73,228.29,2.22,100.28
2158,7714.66,76.85,350.75,972.85,89.78,229.73,2.38,123.81
2159,7855.89,78.36,347.78,977.22,91.04,229.9,2.07,119.29
